"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
1179,TRUE,"11/27/2019 13:42",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,"They love animals or they oppose how meat is being commercial produced",NA,"Disagree","Somewhat disagree","Strongly disagree","Disagree","Somewhat agree","Strongly disagree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"QP875","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Nov","CCLUB","meat","mix"
591,TRUE,"11/27/2019 13:47",39,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"No lactose","Happy","Very energized","Very proud","Very calm","Very hopeful",NA,NA,NA,"Agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","XP883V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","27-Nov","CS","meat","poultry"
847,TRUE,"11/27/2019 13:56",43,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Very spicy food","Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"I eat all kinds of food but I prefer foods that do as little harm as possible. I think some feel that way. Others don't care at all and some eat only vevgies. 


 

","Disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Agree","Disagree","Man",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"LK884C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","TOFU","veg","vegprot"
571,TRUE,"11/27/2019 13:57",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat proud","Very calm","Neither despairing nor hopeful","Climate change is likely a significant factor. New technology making it possible to supply the level of protein which was once taken from a cow can now be replaced by other protein sources.",NA,NA,"Disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XN885C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","27-Nov","HAM","meat","pork"
267,TRUE,"11/27/2019 14:13",19,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Financial reasons + for easy accessiniltiy .Also routines are hard to break!","Neither agree nor disagree","Disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PR886X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","SC","meat","poultry"
658,TRUE,"11/27/2019 14:28",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Very energized","Somewhat proud","Somewhat calm","Very hopeful",NA,"I think that people are starting to change their attitude because they realize meat consumption is unhealthy and is toxic for the environment.",NA,"Somewhat agree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RL887X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","24-Nov","SC","meat","poultry"
664,TRUE,"11/27/2019 14:39",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,"It depends A lot on how you were raised and the culture in your household 
","Neither agree nor disagree","Strongly disagree","Disagree","Neither agree nor disagree","Agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PR888F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","GP","meat","red"
2689,TRUE,"11/27/2019 14:42",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Neither despairing nor hopeful","Peer pressure and more available options",NA,NA,"Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","RT889N",NA,"Participant asked about the purpose of the study or video","Participant asked whether voucher was tracked",NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","27-Nov","GP","meat","red"
325,TRUE,"11/27/2019 14:48",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Very bored","Somewhat ashamed","Somewhat angry","Somewhat despairing",NA,"Because more research and media is showing the harmful effects of eating meat.",NA,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PJ890F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Nov","GP","meat","red"
377,TRUE,"11/27/2019 14:49",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose free","Happy","Neither energized nor bored","Very proud","Very calm","Somewhat hopeful",NA,NA,"Religious choices of concern for the impact of their dietary choices","Disagree","Strongly disagree","Disagree","Disagree","Agree","Somewhat disagree","Man",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XR891C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Nov","GP","meat","red"
2408,TRUE,"11/27/2019 15:29",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"Some people choose food for pleasure, practicality, or based on ethical choices.
","Somewhat disagree","Agree","Disagree","Somewhat disagree","Agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RP892J","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","FP","veg","vegprot"
384,TRUE,"11/29/2019 10:41",18,"Not sure",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose free","Neither unhappy nor happy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Neither despairing nor hopeful",NA,"Meat consumption can actually contribute to climate chamge. I think people are looking for relatively simple solutions to help the environment and eliminating meat from their diets is one of them.",NA,"Agree","Somewhat agree","Strongly disagree","Somewhat agree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RC827P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
501,TRUE,"11/29/2019 10:42",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","Not only does meat consumption contribute to animal cruelty but it also co tributes to global warming and climate change. As society grows more aware of the impacts simple actions like eating meat may have, they become more inclined to change their habits to stray away from actions that may cause them guilt.",NA,NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","KC829Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
435,TRUE,"11/29/2019 10:58",30,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Preference, cost, accessibility to diverse food systems, familiarit,  but also kmpotaentky, religion, allergies, intolerance
","Disagree","Agree","Disagree","Disagree","Strongly disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PL825T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","24-Nov","TURKEY","meat","poultry"
327,TRUE,"11/29/2019 11:06",18,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat ashamed","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,"Preference And beliefs","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"FM830X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
381,TRUE,"11/29/2019 11:14",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,"To stop mistreatment of animals",NA,"Agree","Disagree","Disagree","Agree","Somewhat agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XP830M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","24-Nov","GP","meat","red"
291,TRUE,"11/29/2019 11:30",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose intolerant","Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat despairing","To save money and reduce their environmental impact",NA,NA,"Disagree","Strongly disagree","Strongly disagree","Disagree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","RT824X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","24-Nov","GP","meat","red"
369,TRUE,"11/29/2019 11:42",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"It probably had to do with preference, income, and convenience","Somewhat disagree","Disagree","Disagree","Somewhat disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","NP807X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","24-Nov","GP","meat","red"
356,TRUE,"11/29/2019 11:51",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful","For health and environmental issues",NA,NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","ML806F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
399,TRUE,"11/29/2019 11:58",18,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unhappy","Very energized","Somewhat proud","Somewhat calm","Very hopeful",NA,NA,"Some people are more adventurous or curious than others. Some people have dietary restrictions that can limit the amount of foods they can eat.","Neither agree nor disagree","Disagree","Strongly disagree","Somewhat disagree","Agree","Disagree","Woman",NA,"Not affiliated with Carleton",NA,"No, thanks",NA,"NR822P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","24-Nov","CS","meat","poultry"
401,TRUE,"11/29/2019 12:01",19,"Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat energized","Somewhat ashamed","Neither calm nor angry","Neither despairing nor hopeful",NA,"I think people changed their behaviour because animal have feelings too,but at the same time we need meet",NA,"Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LP823N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
302,TRUE,"11/29/2019 12:07",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Somewhat energized","Very proud","Neither calm nor angry","Very hopeful",NA,NA,"Money/ time that you need to do this.","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TC810T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","24-Nov","DONAIR","meat","red"
310,TRUE,"11/29/2019 12:08",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing",NA,NA,"Certain people may have memories of favourite types of food. 
","Strongly disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LT809P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","24-Nov","DONAIR","meat","red"
372,TRUE,"11/29/2019 12:14",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful","Because they think it's a healthier and more ethical alternative to meat",NA,NA,"Agree","Somewhat disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CT812L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","24-Nov","SC","meat","poultry"
433,TRUE,"11/29/2019 12:21",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose intolerant","Neither unhappy nor happy","Somewhat bored","Somewhat ashamed","Somewhat calm","Neither despairing nor hopeful",NA,"Because of social media and documentaries showing health complications of you eat meat and the environmental impact",NA,"Disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"AR811F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","24-Nov","CP","meat","poultry"
467,TRUE,"11/29/2019 12:22",21,"Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"I think this is due to their beliefs. If some people believe in saving animals, they will put effort into altering the way they live their lives to account for their beliefs","Somewhat agree","Strongly disagree","Disagree","Strongly disagree","Somewhat agree","Agree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CR808F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","24-Nov","CS","meat","poultry"
331,TRUE,"11/29/2019 12:30",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"People care more about the lives of animals now as well as the environmental impact of eating meat",NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XP816L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","24-Nov","CS","meat","poultry"
173,TRUE,"11/29/2019 12:30",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat despairing",NA,NA,"Comfort and habits.","Disagree","Strongly disagree","Disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RT814C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","24-Nov","CS","meat","poultry"
